query_text,plan_hash,execution_time_ms,cpu_usage_ms,memory_usage_kb,rows_processed,actual_cost,buffers_hit,schema_version,release_version,statistics_version,regression_label,severity,execution_timestamp,Execution_Time_Difference,Plan_Difference_Score,CPU_Difference,Memory_Difference
SELECT COUNT(*) FROM inventory WHERE category_id = 5,028f3db9edd24fd38e40c9a1ec82a309,7.9,6.49,92.48,137,7.19,572,v1.0,r1.1.0,s4,No Regression,0,2026-08-17 06:21:38,0.32416754786354984,0.0,0.23501713443558653,2.0039220871979104
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",8e70cc0a650d4b8b8f917dd4f44ff15d,43.83,25.69,3739.65,469,44.86,2197,v1.0,r1.0.0,s3,No Regression,0,2026-08-17 06:26:38,-0.8123866026530925,0.0,-0.5889694161790563,81.03338271398859
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",1ce200322db34ee3924a99b447c457f4,99.36,81.78,9030.68,942,81.69,2932,v1.0,r1.0.0,s2,No Regression,0,2026-08-17 06:31:38,-2.407894901090362,0.0,-1.7456915826581039,195.68316516453746
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",8ed6a03d35574ec2a0cbcab981c955a0,142.23,123.18,9358.78,983,134.2,3957,v2.0,r2.0.0,s2,No Regression,0,2026-08-17 06:36:38,8.610853569308407,0.0,6.242753613804454,202.79266815772124
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",532c4eec6818456dbde4ea97102d9d61,46.33,27.55,4688.53,531,52.44,1326,v1.0,r1.1.0,s4,No Regression,0,2026-08-17 06:41:38,0.77929889224365,0.0,0.5649812688869811,101.59438606714984
SELECT COUNT(*) FROM payments WHERE category_id = 5,f9c576bcb9644627abf158e58da64b62,59.48,50.01,4806.7,438,61.55,1958,v1.0,r1.2.0,s2,No Regression,0,2026-08-17 06:46:38,3.0105414391323793,0.0,2.182602258577391,104.15497725491127
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",f27d3fdcd3974de58d1d6d1949bceda1,12.55,7.96,926.37,186,11.74,216,v1.0,r1.0.0,s4,No Regression,0,2026-08-17 06:51:38,-0.8735019240381469,0.0,-0.6332772063841117,20.073240743052857
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,53cd7434195f4832a4e9be535b38b500,44.07,28.87,8392.09,895,47.16,2107,v1.2,r1.2.0,s1,No Regression,0,2026-08-17 06:56:38,0.002480770914846629,0.0,0.0017985257174595785,181.84574512059592
SELECT COUNT(*) FROM inventory WHERE is_deleted = false,a5395365d6784af49015df21caff0e9f,46.47,28.59,4889.09,514,50.4,598,v1.2,r1.0.0,s4,No Regression,0,2026-08-17 07:01:38,-1.657286925523598,0.0,-1.2015108444416702,105.94026208151418
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",4ea12c028171414a9a167a7e2e32d7d7,88.82,57.5,9920.44,983,82.88,2991,v1.0,r1.1.0,s2,No Regression,0,2026-08-17 07:06:38,7.695090433200466,0.0,5.578837594177388,214.96311451904884
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,f9325ecb2de14fad83003d9c7d67b59c,69.96,42.58,9450.35,823,72.04,1415,v1.2,r1.0.0,s2,No Regression,0,2026-08-17 07:11:38,-0.9738941645795285,0.0,-0.7060602374034131,204.77687172092098
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",2d1b7eee9b9c45cf908678ead92815bc,84.01,62.04,9019.98,786,87.9,839,v1.0,r1.2.0,s3,No Regression,0,2026-08-17 07:16:38,-3.0320310946703164,0.0,-2.198181971284043,195.45130999225137
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",0b08b9fc2ccc44aca290e8986714e718,67.61,58.05,7574.91,800,79.03,3505,v1.0,r2.0.0,s4,No Regression,0,2026-08-17 07:21:38,1.772511176117439,0.0,1.2850468842782394,164.1385105702457
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",02ad63a5cb974c45a23eff891e0d5286,7.88,4.43,511.73,74,7.45,139,v1.0,r1.1.0,s4,No Regression,0,2026-08-17 07:26:38,0.48611499634766253,0.0,0.35242686752802893,11.088527786351499
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",1f8ede864fb04c2e8bfee4c4d5043080,14.25,11.58,-1816.39,91,16.59,449,v2.0,r1.1.0,s4,No Regression,0,2026-08-17 07:31:38,0.49851466565738595,0.0,0.36141646185456133,-39.358823961563715
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",bed01a5512224031b47b0d1686d229b4,134.51,82.12,10364.77,1037,134.32,4890,v1.0,r1.0.0,s3,No Regression,0,2026-08-17 07:36:38,-5.242651541031713,0.0,-3.8008522140415235,224.59117140707488
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",427eb3f70e8043979da3794070f9a5f5,51.0,38.2,4436.65,387,47.66,1673,v2.0,r1.1.0,s1,No Regression,0,2026-08-17 07:41:38,-1.653942830831822,0.0,-1.199086420538284,96.13647197411989
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",23435dee9a2748bfbf8e39e526605405,83.29,55.46,7397.78,759,68.43,3249,v1.2,r1.0.0,s3,No Regression,0,2026-08-17 07:46:38,1.819550830538949,0.0,1.3191500042846778,160.30033237706482
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,80a5bc226c94482d83b8185f3b25d990,45.01,26.12,6906.74,620,44.54,1538,v1.2,r2.0.0,s3,No Regression,0,2026-08-17 07:51:38,2.377629346619229,0.0,1.7237494606573418,149.66013015282542
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",70cd253b84744be3b5bdf56588cea6bf,182.13,68.49,9764.08,941,99.49,1114,v1.1,r1.0.0,s4,Major,2,2026-08-17 07:56:38,83.91219409840652,0.782044524685471,60.835217871689025,1503.0898720830921
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",432cfef148774e159795086151192600,10.94,5.61,2849.7,87,10.38,352,v1.1,r1.0.0,s1,No Regression,0,2026-08-17 08:01:38,0.1689814325799842,0.0,0.12250927743848238,61.74931630501605
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,e8962eb6aac1484a95c596aaf276d2d1,5.24,2.69,1710.13,149,5.68,557,v1.1,r1.1.0,s4,No Regression,0,2026-08-17 08:06:38,-0.485238237519343,0.0,-0.35179122910962224,37.05630708239362
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",54955c3c34744af3bf0dca634de7226e,54.63,38.65,8372.72,822,64.32,4091,v1.0,r1.1.0,s3,No Regression,0,2026-08-17 08:11:38,3.868563709644366,0.0,2.8046569232920784,181.426022252635
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",ad98fb6b79d240c485ceeb404ce38e8a,78.83,52.16,7382.25,850,86.64,1778,v1.1,r1.0.0,s2,No Regression,0,2026-08-17 08:16:38,2.9163422468443376,0.0,2.1143091046710634,159.96381734663464
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,4913a85ed9b34d2e8ceefb5b4ab4cb26,73.55,45.37,6671.17,697,67.02,2726,v2.0,r1.2.0,s3,No Regression,0,2026-08-17 08:21:38,-3.703184925901656,0.0,-2.684759518052692,144.5556326822241
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",f098dc8233ec468686197ba92d882c3d,100.17,74.1,8823.46,804,97.53,1574,v1.2,r1.0.0,s4,No Regression,0,2026-08-17 08:26:38,-3.301523527541018,0.0,-2.3935603789709416,191.1929755569558
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",669928374cb8451a9fc633f51129de44,72.96,51.84,7650.31,746,77.73,1658,v1.2,r2.0.0,s2,No Regression,0,2026-08-17 08:31:38,-4.650237133526445,0.0,-3.37135969584273,165.77233113009348
SELECT COUNT(*) FROM shipments WHERE status = 1,99296a51aaa34d89b5c8be4dc80dbb59,45.69,37.61,2949.03,463,43.92,1673,v1.1,r1.2.0,s1,No Regression,0,2026-08-17 08:36:38,-3.547091328648449,0.0,-2.5715937487708365,63.90166903989245
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,1e206c4147864bf2858dc6dffd401b75,75.02,45.56,8816.52,798,88.68,2038,v2.0,r1.0.0,s1,No Regression,0,2026-08-17 08:41:38,-6.285899010459344,0.0,-4.557192669426224,191.04259472558522
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",42b6b089db1b4b9ea1bb297654800f23,115.9,70.29,11621.51,1052,118.69,1630,v1.0,r1.1.0,s4,No Regression,0,2026-08-17 08:46:38,-5.73028875482513,0.0,-4.15438266884856,251.82310310976845
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",e28cc061a42a4526a60cbf31e4a5afa0,13.02,6.36,1036.15,50,10.56,233,v1.2,r2.0.0,s2,Minor,1,2026-08-17 08:51:38,6.530559232143377,0.6635200682136166,4.734568056288698,159.5057159464994
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,5df9c72161a848fd9b266b55ea2efad4,91.84,69.86,9912.06,817,97.94,3401,v1.2,r2.0.0,s4,No Regression,0,2026-08-17 08:56:38,3.2153166032808085,0.0,2.3310615124382927,214.7815307486042
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",ec49f17a05b546369509a8a5beb9dec5,110.68,83.55,6629.81,742,109.75,2001,v1.2,r1.2.0,s2,No Regression,0,2026-08-17 09:01:38,6.220054644215285,0.0,4.5094563849789,143.65941493215374
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7ba5bda66d074271ae605ee4ff5eb19e,68.66,51.81,5390.63,565,55.16,2560,v1.2,r1.1.0,s1,Minor,1,2026-08-17 09:06:38,39.14154803159908,0.8400270459458878,28.37709856025239,829.8376659293327
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",0ce76b3572a9417f91c5ff56d55306be,49.85,27.66,4231.19,489,44.85,650,v1.0,r1.2.0,s1,No Regression,0,2026-08-17 09:11:38,-1.9234099059791647,0.0,-1.3944464442150657,91.68441929207314
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ed95320508ff4b95b3b4daf4b6e15281,34.67,18.03,3964.32,548,28.95,1124,v1.1,r1.1.0,s2,No Regression,0,2026-08-17 09:16:38,-1.5216394051064248,0.0,-1.103168207271969,85.90169127076578
SELECT COUNT(*) FROM orders WHERE category_id = 5,90f57dc383524b75852fa860ac330a97,117.46,98.86,10611.72,913,125.52,3439,v1.0,r1.2.0,s2,No Regression,0,2026-08-17 09:21:38,-1.869464429720156,0.0,-1.3553366957849367,229.9422587711917
SELECT COUNT(*) FROM inventory WHERE is_deleted = false,e51c16154d7748e68c96eec1256c0f33,9.28,7.38,-230.4,158,9.25,182,v1.1,r1.1.0,s1,No Regression,0,2026-08-17 09:26:38,-0.0820129040270325,0.0,-0.05945825798480926,-4.992470251842545
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",38b3ce352b63487a89ef341ddeeb8a42,70.66,45.56,7080.19,801,73.45,1870,v1.1,r2.0.0,s1,No Regression,0,2026-08-17 09:31:38,-5.7224973430517645,0.0,-4.148733999571662,153.418567501706
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,565e13c00d694e0aaaf22164f837743a,87.2,54.64,11759.35,963,103.94,4127,v1.0,r1.2.0,s1,No Regression,0,2026-08-17 09:36:38,-0.8301928205633815,0.0,-0.6018786858946455,254.80991777779786
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",bcdb18b77e9443cda0dfad26fc4c5df0,7.2,4.83,-1180.58,98,5.79,392,v1.1,r1.0.0,s4,No Regression,0,2026-08-17 09:41:38,0.6717048609985466,0.0,0.4869770359764096,-25.581642925001177
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",1874381cef0443be88614a35b1d67ba0,51.88,39.91,3656.8,559,39.75,2424,v1.0,r1.2.0,s2,Minor,1,2026-08-17 09:46:38,27.52572649632604,0.7241237310856423,19.95578338133715,562.9305622478976
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",807c6889c0f94c9b9e88ed9c561a9cac,90.68,58.08,8163.1,868,103.58,1477,v1.1,r2.0.0,s1,No Regression,0,2026-08-17 09:51:38,4.484258367706585,0.0,3.251027311625917,176.8838277465967
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",0a577d227f2c4d9892e3d2904d03300c,90.6,57.11,7349.4,748,84.74,2007,v1.1,r1.0.0,s2,No Regression,0,2026-08-17 09:56:38,-0.22723552543848105,0.0,-0.1647427152485844,159.25200029900867
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,95fec31405ec474d8bd3a17c04474826,11.64,5.85,1429.88,108,13.45,261,v2.0,r2.0.0,s1,No Regression,0,2026-08-17 10:01:38,-0.8545947514713665,0.0,-0.6195697592747106,30.983651752190184
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,7306836777a440fa9da623317a87ea99,8.31,6.47,1646.54,62,6.95,157,v1.1,r1.1.0,s2,No Regression,0,2026-08-17 10:06:38,-0.06129517547215596,0.0,-0.04443818201153232,35.678393960368155
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,d5e88bed7d6a468e8e684ab2ccf379c6,9.8,7.37,2505.67,66,9.29,205,v1.2,r1.0.0,s4,No Regression,0,2026-08-17 10:11:38,0.8631622325145363,0.0,0.625781068387443,54.29463079832599
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",444ec7e8d1c0471f93186dd08bb1a59f,6.85,5.36,-53.81,149,6.11,237,v1.1,r2.0.0,s3,No Regression,0,2026-08-17 10:16:38,-0.25735377499659295,0.0,-0.18657804315852916,-1.1659931608144416
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,9ec70dc42e2d459f9c1591943d50803a,10.51,5.85,892.03,74,8.55,94,v1.0,r1.2.0,s3,No Regression,0,2026-08-17 10:21:38,0.9454450843774374,0.0,0.6854350349410187,19.329137320968336
"SELECT customer_id, SUM(total_amount) FROM payments GROUP BY customer_id HAVING SUM(total_amount) > 1000",dab064af23664ff896c5c6001fe078cc,109.71,67.34,9370.52,1015,121.76,3952,v1.1,r2.0.0,s2,No Regression,0,2026-08-17 10:26:38,4.560083297315484,0.0,3.305999370960383,203.0470587860052
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,8dfa3b16b9e54d3e98b9e8efe36c5d95,85.37,58.58,9320.8,968,98.03,979,v1.2,r1.0.0,s4,No Regression,0,2026-08-17 10:31:38,-4.715149551093343,0.0,-3.4184203299697464,201.96969063964403
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,d86542cc8f924428bb43bf916d617ddb,9.25,7.53,974.0,111,7.44,540,v1.2,r2.0.0,s1,No Regression,0,2026-08-17 10:36:38,0.12593385074236974,0.0,0.09130035663646549,21.105321290341312
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",5c33b715f7d44f4187f740e8ee6f6513,26.23,22.17,9412.97,980,30.64,3440,v2.0,r1.0.0,s4,No Regression,0,2026-08-17 10:41:38,0.7899059312926364,0.0,0.5726712302621044,203.96689542745796
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",6203f1f3cc4345fc8314bb627379fd77,104.08,77.23,7086.08,808,98.88,1954,v1.0,r2.0.0,s2,No Regression,0,2026-08-17 10:46:38,-7.308873665525826,0.0,-5.2988356056745936,153.5461961900018
"SELECT customer_id, SUM(total_amount) FROM payments GROUP BY customer_id HAVING SUM(total_amount) > 1000",4d1752a770874c148d426cc4f49f5b37,12.99,10.06,-320.48,119,14.14,543,v1.0,r2.0.0,s2,No Regression,0,2026-08-17 10:51:38,0.5925772516935601,0.0,0.42961057805624714,-6.944387440583762
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,0e8a83f7b20340ef8239b4f7e8fb09b3,67.16,34.33,7675.26,759,69.91,3238,v1.2,r1.0.0,s4,No Regression,0,2026-08-17 10:56:38,1.719968758843379,0.0,1.2469543348375218,166.3129653869662
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",36e04fa7afab4cfb8b732198b11d19f0,42.68,31.09,7907.24,542,50.05,1341,v1.0,r2.0.0,s4,No Regression,0,2026-08-17 11:01:38,2.6112124441823417,0.0,1.8930940807578642,171.33967219695938
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",1962725b46df477fa43a2fe6043189c8,61.02,40.89,5623.8,419,64.74,1627,v2.0,r1.0.0,s2,No Regression,0,2026-08-17 11:06:38,4.971538170265541,0.0,3.6042986480705763,121.86047830864628
SELECT COUNT(*) FROM shipments WHERE is_deleted = false,9e69862c990b45a68ac4e900eef219ad,10.79,7.82,2122.68,57,10.84,254,v1.0,r1.0.0,s2,No Regression,0,2026-08-17 11:11:38,0.27048776620522047,0.0,0.19610001103562555,45.99573244002227
SELECT COUNT(*) FROM orders WHERE is_deleted = false,77feae63250a4c91943ee9e84c3b218d,11.93,9.85,1745.24,192,9.87,550,v1.0,r1.1.0,s2,No Regression,0,2026-08-17 11:16:38,1.1690283056704458,0.0,0.8475298785565133,37.81709540939966
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",2d8b308502794243a70314177d50293c,73.32,50.29,7068.05,781,73.05,2329,v1.0,r1.0.0,s3,No Regression,0,2026-08-17 11:21:38,4.045594754431764,0.0,2.9330020618670996,153.1555093903459
SELECT COUNT(*) FROM products WHERE is_deleted = false,24cc7212c92d4aca870a223354c24e4c,21.81,9.34,-848.29,1,12.49,3,v2.0,r1.2.0,s4,Major,2,2026-08-17 11:26:38,8.093216827412864,0.8658695540039022,5.867473902554422,-130.5864052311499
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",8727b41e5564444ea6d8684959f742c5,10.18,9.12,570.79,100,11.47,159,v1.2,r1.0.0,s2,No Regression,0,2026-08-17 11:31:38,-0.8044598586654451,0.0,-0.583222632857718,12.368281662539955
SELECT COUNT(*) FROM products WHERE category_id = 5,163cfcc674624b2db4cb916d5825459a,59.45,47.1,4554.17,406,66.17,1396,v1.2,r1.0.0,s1,No Regression,0,2026-08-17 11:36:38,-3.373149287711719,0.0,-2.445488096652831,98.68297850188264
SELECT COUNT(*) FROM payments WHERE is_deleted = false,a887c26162384da291450bd925a7ba09,112.71,85.16,7170.84,747,98.7,2364,v1.1,r1.0.0,s4,No Regression,0,2026-08-17 11:41:38,-10.467201459260881,0.0,-7.588580993773458,155.3828358538307
"SELECT id, status, created_at FROM products WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",9f26504a72d5478f882239ad28d14630,122.07,79.29,9846.28,996,145.75,4695,v1.2,r1.2.0,s2,No Regression,0,2026-08-17 11:46:38,7.750495320590626,0.0,5.619005396148863,213.35616315673704
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",a490efa95bef4e3e91a24a809ad7c64c,109.66,70.21,11349.59,983,121.63,4295,v1.1,r1.0.0,s4,No Regression,0,2026-08-17 11:51:38,-1.4387796614425987,0.0,-1.0430960018822535,245.9309481146251
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",ae7dec38cfd24997bda418e55a932b6c,13.04,9.53,-1163.06,137,13.4,664,v1.1,r1.1.0,s3,No Regression,0,2026-08-17 11:56:38,0.24485243605122284,0.0,0.17751473970661927,-25.202007166267315
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",dd51bf0be4714dc289b570383c5bac38,83.21,42.92,11645.21,1007,87.92,3143,v2.0,r1.2.0,s2,No Regression,0,2026-08-17 12:01:38,6.285258643850178,0.0,4.556728412203482,252.33665148202826
SELECT COUNT(*) FROM payments WHERE category_id = 5,3bc8f7cd0a3d454c9653167eab864336,86.54,63.98,10918.75,1044,78.81,3336,v2.0,r1.2.0,s4,No Regression,0,2026-08-17 12:06:38,-0.1122991619739615,0.0,-0.08141538972848497,236.59520209334107
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",5388a0be153a4969a759911037c20988,112.84,69.53,9185.59,975,106.9,2738,v1.1,r1.1.0,s2,No Regression,0,2026-08-17 12:11:38,1.4973025882893716,0.0,1.085524340736522,199.0398646728401
SELECT COUNT(*) FROM employees WHERE is_deleted = false,033e53e06460477ab13275c09f0e2a4a,9.99,8.17,981.75,137,10.26,288,v2.0,r1.2.0,s1,No Regression,0,2026-08-17 12:16:38,0.9207008374195171,0.0,0.6674957870053657,21.27325377494105
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",fa6efd995bfb458dba8dcfdbd2320efc,5.97,4.08,1366.35,85,5.26,395,v1.2,r1.1.0,s3,No Regression,0,2026-08-17 12:21:38,0.3217367634355277,0.0,0.23325484825219325,29.607038752626128
SELECT COUNT(*) FROM customers WHERE is_deleted = false,e0fe1fc19ae842e4814fdd007c36406e,41.61,29.05,4359.69,489,33.82,1638,v2.0,r1.1.0,s1,No Regression,0,2026-08-17 12:26:38,0.516725309375706,0.0,0.37461893486925213,94.46884823027527
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",456da24002864e09b9a825a7219b631a,13.99,9.52,4401.88,456,13.16,1217,v1.2,r1.1.0,s2,No Regression,0,2026-08-17 12:31:38,-0.9597612831659852,0.0,-0.6958140874941476,95.38305100772855
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,8dc006a7f2f04310a4bb3e7ba40dabdf,55.33,34.85,4295.14,489,53.11,1973,v1.1,r1.2.0,s3,No Regression,0,2026-08-17 12:36:38,2.237797879353218,0.0,1.6223735180086525,93.07013314886714
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",c66a3b3ce22e4587971228c64ec3d687,104.68,84.98,9210.22,845,108.57,1725,v1.1,r1.2.0,s3,No Regression,0,2026-08-17 12:41:38,-6.706736563370126,0.0,-4.862294263956,199.57356494325188
"SELECT id, status, created_at FROM products WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",ed722cb2658941779776397975ec0e48,72.0,53.61,8748.07,788,84.62,2810,v1.1,r1.1.0,s2,No Regression,0,2026-08-17 12:46:38,5.400569990802124,0.0,3.9153409769795524,189.55937168418492
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",0de0fcf65c3d497690987996f7fe6e3e,9.61,5.15,1443.52,70,10.44,80,v1.1,r1.2.0,s4,No Regression,0,2026-08-17 12:51:38,-0.8168619124182541,0.0,-0.5922139558735806,31.27921292508572
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",414d09f5d8ef444fb0d62015dabc72cc,129.86,84.89,10076.03,1030,119.57,4906,v1.2,r1.2.0,s4,No Regression,0,2026-08-17 12:56:38,-6.492115738291638,0.0,-4.70669703766801,218.3345487485809
"SELECT customer_id, SUM(total_amount) FROM inventory GROUP BY customer_id HAVING SUM(total_amount) > 1000",c3fe6b5da18f4217be626f1222310ca3,103.29,77.38,9248.41,729,111.38,1149,v1.1,r1.2.0,s1,No Regression,0,2026-08-17 13:01:38,5.523642194593298,0.0,4.004566677868801,200.40109288994404
SELECT COUNT(*) FROM orders WHERE status = 1,06eac6cd1bba4d5090d58789e29ced7f,108.9,66.48,11111.14,1044,103.8,1303,v1.2,r1.2.0,s4,No Regression,0,2026-08-17 13:06:38,0.9173545560761436,0.0,0.6650697778088315,240.76404476587572
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,b9901717d8d44bb28da2e4f83755e492,7.77,4.05,351.2,149,8.02,610,v1.0,r2.0.0,s2,No Regression,0,2026-08-17 13:11:38,0.087526500634367,0.0,0.0634555417463379,7.610050140829434
SELECT COUNT(*) FROM employees WHERE status = 1,7784f3d53fb74c0b84e3cd096b393160,10.4,7.33,717.11,178,7.34,628,v2.0,r1.2.0,s4,Minor,1,2026-08-17 13:16:38,6.129036902550967,0.569289681276927,4.443469740203,110.39245665433981
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",a5da8546ca8a4e748bbc6d6b121c67d3,49.52,30.11,4375.78,456,43.42,1685,v2.0,r2.0.0,s3,No Regression,0,2026-08-17 13:21:38,-4.220946403000988,0.0,-3.060129660656358,94.81749773701202
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,12bd69890aa5414b86a076cc78fed0ad,85.32,66.44,6826.86,787,98.27,2524,v2.0,r1.0.0,s3,No Regression,0,2026-08-17 13:26:38,0.02257826003234405,0.0,0.01636893639821274,147.92923378252513
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7d21da83464d4d669339158fc4f8565d,53.33,39.31,6450.33,533,46.3,2269,v1.0,r1.0.0,s3,No Regression,0,2026-08-17 13:31:38,-2.053446736145694,0.0,-1.4887214060310725,139.77031527590069
"SELECT id, status, created_at FROM products WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",d1a24780af184e0e947d700f71127a31,42.86,21.55,6326.7,485,35.73,2067,v1.2,r2.0.0,s2,No Regression,0,2026-08-17 13:36:38,3.769306979021572,0.0,2.7326971217692164,137.09141294415028
"SELECT t1.id, t2.name FROM products t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",61248930076d4350a1c6028d8e6bbcc6,7.53,6.26,847.83,171,8.49,191,v2.0,r1.2.0,s1,No Regression,0,2026-08-17 13:41:38,-0.36587198697249385,0.0,-0.2652522947322397,18.37138044105757
